2121
itemid	name	level	unk	price	pricec	sell	unk	unk	durtype	duration	hp	attmin	attmax	att(trans)min	att(trans)max	TransGauge	Crit	evade	spectrans	speed	transbotdef	transbotatt	transspeed	ranged	luck	unk	description
1110400	Crashcannon	469762048	6348801	0	634880	65792	65793	96993280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1120400	Crashcannon	503316480	10982401	0	1098240	65792	65793	0	0	0	22806528	36503552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1130400	Crashcannon	536870912	8448001	0	844800	65792	65793	0	10813440	17301504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1110401	CrashcannonCRT(+1)	436207616	7321601	0	732160	256	65793	102105088	0	0	0	0	0	5242880	0	0	0	0	0	0	0	0	0	0	0	0	
1120401	CrashcannonTA(+1)	469762048	12646401	0	1264640	256	65793	0	0	0	24051712	38469632	0	0	0	0	0	0	10092544	0	0	0	0	0	0	0	
1130401	CrashcannonTD(+1)	503316480	9728001	0	972800	256	65793	0	11403264	18219008	0	0	0	0	0	0	0	7274496	0	0	0	0	0	0	0	0	
1110402	CrashcannonCRT(+2)	452984832	8422401	0	842240	256	65793	107151360	0	0	0	0	0	6553600	0	0	0	0	0	0	0	0	0	0	0	0	
1120402	CrashcannonTA(+2)	486539264	14566401	0	1456640	256	65793	0	0	0	25231360	40370176	0	0	0	0	0	0	12451840	0	0	0	0	0	0	0	
1130402	CrashcannonTD(+2)	520093696	11187201	0	1118720	256	65793	0	11927552	19136512	0	0	0	0	0	0	0	8847360	0	0	0	0	0	0	0	0	
1110403	CrashcannonCRT(+3)	469762048	9702401	0	970240	256	65793	122486784	0	0	0	0	0	9830400	0	0	0	0	0	0	0	0	0	0	0	0	
1120403	CrashcannonTA(+3)	503316480	16768001	0	1676800	256	65793	0	0	0	26935296	43057152	0	0	0	0	0	0	18350080	0	0	0	0	0	0	0	
1130403	CrashcannonTD(+3)	536870912	12876801	0	1287680	256	65793	0	12779520	20381696	0	0	0	0	0	0	0	12779520	0	0	0	0	0	0	0	0	
1110404	CrashcannonCRT(+4)	486539264	11161601	0	1116160	256	65793	124518400	0	0	0	0	0	11337728	0	0	0	0	0	0	0	0	0	0	0	196608	
1120404	CrashcannonTA(+4)	520093696	19302401	0	1930240	256	65793	0	0	0	29294592	46923776	0	0	0	0	0	0	20185088	0	0	0	0	0	0	196608	
1130404	CrashcannonTD(+4)	553648128	14822401	0	1482240	256	65793	0	13893632	22216704	0	0	0	0	0	0	0	14680064	0	0	0	0	0	0	0	196608	
1110405	CrashcannonCRT(+5)	503316480	12851201	0	1285120	256	65793	132710400	0	0	0	0	0	12451840	0	0	0	0	0	0	0	0	0	0	0	131072	
1120405	CrashcannonTA(+5)	536870912	22220801	0	2222080	256	65793	0	0	0	31260672	50003968	0	0	0	0	0	0	22216704	0	0	0	0	0	0	131072	
1130405	CrashcannonTD(+5)	570425344	17049601	0	1704960	256	65793	0	14811136	23658496	0	0	0	0	0	0	0	16187392	0	0	0	0	0	0	0	131072	
1110500	LycaonLaunch	637534208	11776001	0	1177600	65792	65793	117374976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1120500	LycaonLaunch	671088640	20403201	0	2040320	65792	65793	0	0	0	25559040	40894464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1130500	LycaonLaunch	704643072	15692801	0	1569280	65792	65793	0	12124160	19333120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1110501	LycaonLaunchCRT(+1)	603979776	13542401	0	1354240	256	65793	123535360	0	0	0	0	0	6881280	0	0	0	0	0	0	0	0	0	0	0	0	
1120501	LycaonLaunchTA(+1)	637534208	23475201	0	2347520	256	65793	0	0	0	26869760	43057152	0	0	0	0	0	0	13041664	0	0	0	0	0	0	0	
1130501	LycaonLaunchTD(+1)	671088640	18048001	0	1804800	256	65793	0	12713984	20381696	0	0	0	0	0	0	0	9240576	0	0	0	0	0	0	0	0	
1110502	LycaonLaunchCRT(+2)	620756992	15590401	0	1559040	256	65793	129695744	0	0	0	0	0	8192000	0	0	0	0	0	0	0	0	0	0	0	0	
1120502	LycaonLaunchTA(+2)	654311424	27008001	0	2700800	256	65793	0	0	0	28246016	45154304	0	0	0	0	0	0	15400960	0	0	0	0	0	0	0	
1130502	LycaonLaunchTD(+2)	687865856	20761601	0	2076160	256	65793	0	13369344	21430272	0	0	0	0	0	0	0	10813440	0	0	0	0	0	0	0	0	
1110503	LycaonLaunchCRT(+3)	637534208	17945601	0	1794560	256	65793	148242432	0	0	0	0	0	11468800	0	0	0	0	0	0	0	0	0	0	0	0	
1120503	LycaonLaunchTA(+3)	671088640	31078401	0	3107840	256	65793	0	0	0	30146560	48168960	0	0	0	0	0	0	21299200	0	0	0	0	0	0	0	
1130503	LycaonLaunchTD(+3)	704643072	23884801	0	2388480	256	65793	0	14286848	22806528	0	0	0	0	0	0	0	14745600	0	0	0	0	0	0	0	0	
1110504	LycaonLaunchCRT(+4)	654311424	20659201	0	2065920	256	65793	150732800	0	0	0	0	0	13172736	0	0	0	0	0	0	0	0	0	0	0	196608	
1120504	LycaonLaunchTA(+4)	687865856	35763201	0	3576320	256	65793	0	0	0	32833536	52494336	0	0	0	0	0	0	23461888	0	0	0	0	0	0	196608	
1130504	LycaonLaunchTD(+4)	721420288	27468801	0	2746880	256	65793	0	15532032	24838144	0	0	0	0	0	0	0	16973824	0	0	0	0	0	0	0	196608	
1110505	LycaonLaunchCRT(+5)	671088640	23782401	0	2378240	256	65793	160628736	0	0	0	0	0	14483456	0	0	0	0	0	0	0	0	0	0	0	131072	
1120505	LycaonLaunchTA(+5)	704643072	41139201	0	4113920	256	65793	0	0	0	34996224	55967744	0	0	0	0	0	0	25755648	0	0	0	0	0	0	131072	
1130505	LycaonLaunchTD(+5)	738197504	31590401	0	3159040	256	65793	0	16580608	26476544	0	0	0	0	0	0	0	18677760	0	0	0	0	0	0	0	131072	
1110600	HyperDrill	805306368	19609601	0	1960960	65792	65793	139329536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1120600	HyperDrill	838860800	33996801	0	3399680	65792	65793	0	0	0	29097984	46530560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1130600	HyperDrill	872415232	26163201	0	2616320	65792	65793	0	13762560	22085632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1110601	HyperDrillCRT(+1)	771751936	22553601	0	2255360	256	65793	146669568	0	0	0	0	0	8519680	0	0	0	0	0	0	0	0	0	0	0	0	
1120601	HyperDrillTA(+1)	805306368	39116801	0	3911680	256	65793	0	0	0	30605312	49020928	0	0	0	0	0	0	15990784	0	0	0	0	0	0	0	
1130601	HyperDrillTD(+1)	838860800	30105601	0	3010560	256	65793	0	14483456	23199744	0	0	0	0	0	0	0	11206656	0	0	0	0	0	0	0	0	
1110602	HyperDrillCRT(+2)	788529152	25958401	0	2595840	256	65793	153944064	0	0	0	0	0	9830400	0	0	0	0	0	0	0	0	0	0	0	0	
1120602	HyperDrillTA(+2)	822083584	45004801	0	4500480	256	65793	0	0	0	32178176	51445760	0	0	0	0	0	0	18350080	0	0	0	0	0	0	0	
1130602	HyperDrillTD(+2)	855638016	34636801	0	3463680	256	65793	0	15204352	24379392	0	0	0	0	0	0	0	12779520	0	0	0	0	0	0	0	0	
1110603	HyperDrillCRT(+3)	805306368	29875201	0	2987520	256	65793	175964160	0	0	0	0	0	13107200	0	0	0	0	0	0	0	0	0	0	0	0	
1120603	HyperDrillTA(+3)	838860800	51763201	0	5176320	256	65793	0	0	0	34275328	54919168	0	0	0	0	0	0	24248320	0	0	0	0	0	0	0	
1130603	HyperDrillTD(+3)	872415232	39833601	0	3983360	256	65793	0	16252928	26017792	0	0	0	0	0	0	0	16711680	0	0	0	0	0	0	0	0	
1110604	HyperDrillCRT(+4)	822083584	34380801	0	3438080	256	65793	178913280	0	0	0	0	0	15073280	0	0	0	0	0	0	0	0	0	0	0	196608	
1120604	HyperDrillTA(+4)	855638016	59545601	0	5954560	256	65793	0	0	0	37355520	59768832	0	0	0	0	0	0	26673152	0	0	0	0	0	0	196608	
1130604	HyperDrillTD(+4)	889192448	45824001	0	4582400	256	65793	0	17694720	28311552	0	0	0	0	0	0	0	19202048	0	0	0	0	0	0	0	196608	
1110605	HyperDrillCRT(+5)	838860800	39552001	0	3955200	256	65793	190644224	0	0	0	0	0	16580608	0	0	0	0	0	0	0	0	0	0	0	131072	
1120605	HyperDrillTA(+5)	872415232	68480001	0	6848000	256	65793	0	0	0	39845888	63700992	0	0	0	0	0	0	29360128	0	0	0	0	0	0	131072	
1130605	HyperDrillTD(+5)	905969664	52710401	0	5271040	256	65793	0	18874368	30212096	0	0	0	0	0	0	0	21168128	0	0	0	0	0	0	0	131072	
1110700	fireroad	973078528	27520001	0	2752000	65792	65793	162791424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1120700	fireroad	1006632960	47692801	0	4769280	65792	65793	0	0	0	33030144	52822016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1130700	fireroad	1040187392	36684801	0	3668480	65792	65793	0	15663104	25034752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1110701	fireroadCRT(+1)	939524096	31667201	0	3166720	256	65793	171376640	0	0	0	0	0	10158080	0	0	0	0	0	0	0	0	0	0	0	0	
1120701	fireroadTA(+1)	973078528	54860801	0	5486080	256	65793	0	0	0	34734080	55574528	0	0	0	0	0	0	18939904	0	0	0	0	0	0	0	
1130701	fireroadTD(+1)	1006632960	42188801	0	4218880	256	65793	0	16449536	26345472	0	0	0	0	0	0	0	13172736	0	0	0	0	0	0	0	0	
1110702	fireroadCRT(+2)	956301312	36428801	0	3642880	256	65793	179961856	0	0	0	0	0	11468800	0	0	0	0	0	0	0	0	0	0	0	0	
1120702	fireroadTA(+2)	989855744	63104001	0	6310400	256	65793	0	0	0	36503552	58392576	0	0	0	0	0	0	21299200	0	0	0	0	0	0	0	
1130702	fireroadTD(+2)	1023410176	48537601	0	4853760	256	65793	0	17301504	27656192	0	0	0	0	0	0	0	14745600	0	0	0	0	0	0	0	0	
1110703	fireroadCRT(+3)	973078528	41907201	0	4190720	256	65793	205651968	0	0	0	0	0	14745600	0	0	0	0	0	0	0	0	0	0	0	0	
1120703	fireroadTA(+3)	1006632960	72576001	0	7257600	256	65793	0	0	0	38928384	62259200	0	0	0	0	0	0	27197440	0	0	0	0	0	0	0	
1130703	fireroadTD(+3)	1040187392	55833601	0	5583360	256	65793	0	18415616	29491200	0	0	0	0	0	0	0	18677760	0	0	0	0	0	0	0	0	
1110704	fireroadCRT(+4)	989855744	48204801	0	4820480	256	65793	209059840	0	0	0	0	0	16973824	0	0	0	0	0	0	0	0	0	0	0	196608	
1120704	fireroadTA(+4)	1023410176	83481601	0	8348160	256	65793	0	0	0	42401792	67829760	0	0	0	0	0	0	29949952	0	0	0	0	0	0	196608	
1130704	fireroadTD(+4)	1056964608	64230401	0	6423040	256	65793	0	20054016	32112640	0	0	0	0	0	0	0	21495808	0	0	0	0	0	0	0	196608	
1110705	fireroadCRT(+5)	1006632960	55449601	0	5544960	256	65793	222822400	0	0	0	0	0	18677760	0	0	0	0	0	0	0	0	0	0	0	131072	
1120705	fireroadTA(+5)	1040187392	96025601	0	9602560	256	65793	0	0	0	45154304	72286208	0	0	0	0	0	0	32899072	0	0	0	0	0	0	131072	
1130705	fireroadTD(+5)	1073741824	73881601	0	7388160	256	65793	0	21364736	34209792	0	0	0	0	0	0	0	23658496	0	0	0	0	0	0	0	131072	
1110801	BlazerCRT(+1)	1107296256	43878401	0	4387840	256	65793	197787648	0	0	0	0	0	11796480	0	0	0	0	0	0	0	0	0	0	0	0	
1120801	BlazerTA(+1)	1140850688	76032001	0	7603200	256	65793	0	0	0	40108032	64159744	0	0	0	0	0	0	21889024	0	0	0	0	0	0	0	
1130801	BlazerTD(+1)	1174405120	58470401	0	5847040	256	65793	0	19005440	30408704	0	0	0	0	0	0	0	15138816	0	0	0	0	0	0	0	0	
1110802	BlazerCRT(+2)	1124073472	50483201	0	5048320	256	65793	207618048	0	0	0	0	0	13107200	0	0	0	0	0	0	0	0	0	0	0	0	
1120802	BlazerTA(+2)	1157627904	87449601	0	8744960	256	65793	0	0	0	42074112	67371008	0	0	0	0	0	0	24248320	0	0	0	0	0	0	0	
1130802	BlazerTD(+2)	1191182336	67251201	0	6725120	256	65793	0	19922944	31916032	0	0	0	0	0	0	0	16711680	0	0	0	0	0	0	0	0	
1110803	BlazerCRT(+3)	1140850688	58060801	0	5806080	256	65793	237305856	0	0	0	0	0	16384000	0	0	0	0	0	0	0	0	0	0	0	0	
1120803	BlazerTA(+3)	1174405120	100582401	0	10058240	256	65793	0	0	0	44892160	71827456	0	0	0	0	0	0	30146560	0	0	0	0	0	0	0	
1130803	BlazerTD(+3)	1207959552	77363201	0	7736320	256	65793	0	21299200	34013184	0	0	0	0	0	0	0	20643840	0	0	0	0	0	0	0	0	
1110804	BlazerCRT(+4)	1157627904	66790401	0	6679040	256	65793	241238016	0	0	0	0	0	18874368	0	0	0	0	0	0	0	0	0	0	0	196608	
1120804	BlazerTA(+4)	1191182336	115686401	0	11568640	256	65793	0	0	0	48889856	78249984	0	0	0	0	0	0	33161216	0	0	0	0	0	0	196608	
1130804	BlazerTD(+4)	1224736768	88985601	0	8898560	256	65793	0	23199744	37093376	0	0	0	0	0	0	0	23724032	0	0	0	0	0	0	0	196608	
1110805	BlazerCRT(+5)	1174405120	76825601	0	7682560	256	65793	257097728	0	0	0	0	0	20709376	0	0	0	0	0	0	0	0	0	0	0	131072	
1120805	BlazerTA(+5)	1207959552	133043201	0	13304320	256	65793	0	0	0	52101120	83427328	0	0	0	0	0	0	36503552	0	0	0	0	0	0	131072	
1130805	BlazerTD(+5)	1241513984	102348801	0	10234880	256	65793	0	24707072	39518208	0	0	0	0	0	0	0	26083328	0	0	0	0	0	0	0	131072	
1110901	SuperhandCRT(+1)	1275068416	62361601	0	6236160	256	65793	225771520	0	0	0	0	0	13434880	0	0	0	0	0	0	0	0	0	0	0	0	
1120901	SuperhandTA(+1)	1308622848	108083201	0	10808320	256	65793	0	0	0	46727168	74711040	0	0	0	0	0	0	24838144	0	0	0	0	0	0	0	
1130901	SuperhandTD(+1)	1342177280	83148801	0	8314880	256	65793	0	22151168	35389440	0	0	0	0	0	0	0	17104896	0	0	0	0	0	0	0	0	
1110902	SuperhandCRT(+2)	1291845632	71731201	0	7173120	256	65793	237043712	0	0	0	0	0	14745600	0	0	0	0	0	0	0	0	0	0	0	0	
1120902	SuperhandTA(+2)	1325400064	124313601	0	12431360	256	65793	0	0	0	49020928	78446592	0	0	0	0	0	0	27197440	0	0	0	0	0	0	0	
1130902	SuperhandTD(+2)	1358954496	95641601	0	9564160	256	65793	0	23199744	37158912	0	0	0	0	0	0	0	18677760	0	0	0	0	0	0	0	0	
1110903	SuperhandCRT(+3)	1308622848	82508801	0	8250880	256	65793	270925824	0	0	0	0	0	18677760	0	0	0	0	0	0	0	0	0	0	0	0	
1120903	SuperhandTA(+3)	1342177280	142976001	0	14297600	256	65793	0	0	0	52297728	83689472	0	0	0	0	0	0	33095680	0	0	0	0	0	0	0	
1130903	SuperhandTD(+3)	1375731712	110003201	0	11000320	256	65793	0	24772608	39649280	0	0	0	0	0	0	0	22609920	0	0	0	0	0	0	0	0	
1110904	SuperhandCRT(+4)	1325400064	94899201	0	9489920	256	65793	275447808	0	0	0	0	0	21495808	0	0	0	0	0	0	0	0	0	0	0	196608	
1120904	SuperhandTA(+4)	1358954496	164428801	0	16442880	256	65793	0	0	0	56950784	91160576	0	0	0	0	0	0	36438016	0	0	0	0	0	0	196608	
1130904	SuperhandTD(+4)	1392508928	126515201	0	12651520	256	65793	0	27000832	43188224	0	0	0	0	0	0	0	26017792	0	0	0	0	0	0	0	196608	
1110905	SuperhandCRT(+5)	1342177280	109158401	0	10915840	256	65793	293535744	0	0	0	0	0	23658496	0	0	0	0	0	0	0	0	0	0	0	131072	
1120905	SuperhandTA(+5)	1375731712	189107201	0	18910720	256	65793	0	0	0	60686336	97124352	0	0	0	0	0	0	40042496	0	0	0	0	0	0	131072	
1130905	SuperhandTD(+5)	1409286144	145510401	0	14551040	256	65793	0	28770304	46006272	0	0	0	0	0	0	0	28573696	0	0	0	0	0	0	0	131072	
1111001	CGS-CRT(+1)	1442840576	86809601	0	8680960	256	65793	255459328	0	0	0	0	0	16384000	0	0	0	0	0	0	0	0	0	0	0	0	
1121001	CGS-TA(+1)	1476395008	150451201	0	15045120	256	65793	0	0	0	54525952	87293952	0	0	0	0	0	0	27787264	0	0	0	0	0	0	0	
1131001	CGS-TD(+1)	1509949440	115737601	0	11573760	256	65793	0	25821184	41353216	0	0	0	0	0	0	0	19070976	0	0	0	0	0	0	0	0	
1111002	CGS-CRT(+2)	1459617792	99840001	0	9984000	256	65793	268173312	0	0	0	0	0	18350080	0	0	0	0	0	0	0	0	0	0	0	0	
1121002	CGS-TA(+2)	1493172224	173030401	0	17303040	256	65793	0	0	0	57278464	91619328	0	0	0	0	0	0	30146560	0	0	0	0	0	0	0	
1131002	CGS-TD(+2)	1526726656	133120001	0	13312000	256	65793	0	27131904	43384832	0	0	0	0	0	0	0	20643840	0	0	0	0	0	0	0	0	
1111003	CGS-CRT(+3)	1476395008	114816001	0	11481600	256	65793	306511872	0	0	0	0	0	20971520	0	0	0	0	0	0	0	0	0	0	0	0	
1121003	CGS-TA(+3)	1509949440	198988801	0	19898880	256	65793	0	0	0	61079552	97714176	0	0	0	0	0	0	36044800	0	0	0	0	0	0	0	
1131003	CGS-TD(+3)	1543503872	153088001	0	15308800	256	65793	0	28966912	46268416	0	0	0	0	0	0	0	24576000	0	0	0	0	0	0	0	0	
1111004	CGS-CRT(+4)	1493172224	132044801	0	13204480	256	65793	311623680	0	0	0	0	0	24117248	0	0	0	0	0	0	0	0	0	0	0	196608	
1121004	CGS-TA(+4)	1526726656	228838401	0	22883840	256	65793	0	0	0	66519040	106430464	0	0	0	0	0	0	39649280	0	0	0	0	0	0	196608	
1131004	CGS-TD(+4)	1560281088	176051201	0	17605120	256	65793	0	31522816	50397184	0	0	0	0	0	0	0	28246016	0	0	0	0	0	0	0	196608	
1111005	CGS-CRT(+5)	1509949440	151859201	0	15185920	256	65793	332070912	0	0	0	0	0	26542080	0	0	0	0	0	0	0	0	0	0	0	131072	
1121005	CGS-TA(+5)	1543503872	263168001	0	26316800	256	65793	0	0	0	70909952	113442816	0	0	0	0	0	0	43646976	0	0	0	0	0	0	131072	
1131005	CGS-TD(+5)	1577058304	202470401	0	20247040	256	65793	0	33554432	53739520	0	0	0	0	0	0	0	31064064	0	0	0	0	0	0	0	131072	
1111101	LordOfPowerCRT(+1)	1610612736	127334401	0	12733440	256	65793	286720000	0	0	0	0	0	16711680	0	0	0	0	0	0	0	0	0	0	0	0	
1121101	LordOfPowerTA(+1)	1644167168	220697601	0	22069760	256	65793	0	0	0	63635456	101777408	0	0	0	0	0	0	30736384	0	0	0	0	0	0	0	
1131101	LordOfPowerTD(+1)	1677721600	169753601	0	16975360	256	65793	0	30146560	48234496	0	0	0	0	0	0	0	21037056	0	0	0	0	0	0	0	0	
