341
tab	subtab	mainitem	showoption1	showoption2	showoption3	itemname	option1	option2	option3	option4	option5	option6	option7	option8	option9	sale/new
1	2	7415300	7415301	7415304	7415307	Fierce	7415301	7415302	7415303	7415304	7415305	7415306	7415307	7415308	7415309	0
1	2	7415000	7415001	7415004	7415007	G.DHero	7415001	7415002	7415003	7415004	7415005	7415006	7415007	7415008	7415009	0
1	2	7411700	7411701	7411704	7411707	Spider	7411701	7411702	7411703	7411704	7411705	7411706	7411707	7411708	7411709	0
1	2	7415200	7415201	7415204	7415207	Goldknight	7415201	7415202	7415203	7415204	7415205	7415206	7415207	7415208	7415209	0
1	2	7412200	7412201	7412204	7412207	Satan	7412201	7412202	7412203	7412204	7412205	7412206	7412207	7412208	7412209	0
1	2	1110700	1110700	0	0	fireroad	1110700	0	0	0	0	0	0	0	0	1
1	2	1120700	1120700	0	0	fireroad	1120700	0	0	0	0	0	0	0	0	1
1	2	1130700	1130700	0	0	fireroad	1130700	0	0	0	0	0	0	0	0	1
1	2	1210700	1210700	0	0	Swordcaster	1210700	0	0	0	0	0	0	0	0	1
1	2	1220700	1220700	0	0	Swordcaster	1220700	0	0	0	0	0	0	0	0	1
1	2	1230700	1230700	0	0	Swordcaster	1230700	0	0	0	0	0	0	0	0	1
1	2	1310700	1310700	0	0	Minusbolt	1310700	0	0	0	0	0	0	0	0	1
1	2	1320700	1320700	0	0	Minusbolt	1320700	0	0	0	0	0	0	0	0	1
1	2	1330700	1330700	0	0	Minusbolt	1330700	0	0	0	0	0	0	0	0	1
1	3	8014900	8014901	8014904	8014907	RangerJr.	8014901	8014902	8014903	8014904	8014905	8014906	8014907	8014908	8014909	1
1	3	3044500	3044501	3044504	3044507	Red-R-Wing	3044501	3044502	3044503	3044504	3044505	3044506	3044507	3044508	3044509	1
1	3	3022300	3022301	3022304	0	SmileGun	3022301	3022304	0	0	0	0	0	0	0	1
1	3	8013800	8013801	8013804	8013807	S-KnightJr.	8013801	8013802	8013803	8013804	8013805	8013806	8013807	8013808	8013809	0
1	3	8014400	8014401	8014404	8014407	G.Djunior	8014401	8014402	8014403	8014404	8014405	8014406	8014407	8014408	8014409	0
1	3	3043400	3043401	3043404	3043407	Hero-Wing	3043401	3043402	3043403	3043404	3043405	3043406	3043407	3043408	3043409	0
1	3	8012400	8012401	8012404	8012407	Spidergoon	8012401	8012402	8012403	8012404	8012405	8012406	8012407	8012408	8012409	0
1	3	3042400	3042401	3042404	3042407	Spiderwing	3042401	3042402	3042403	3042404	3042405	3042406	3042407	3042408	3042409	0
1	3	8013700	8013701	8013704	8013707	GoldJr.	8013701	8013702	8013703	8013704	8013705	8013706	8013707	8013708	8013709	0
1	3	8012300	8012301	8012304	8012307	LittleSatan	8012301	8012302	8012303	8012304	8012305	8012306	8012307	8012308	8012309	0
1	3	3043500	3043501	3043504	3043507	Goldwing	3043501	3043502	3043503	3043504	3043505	3043506	3043507	3043508	3043509	0
1	3	3022400	3022401	3022404	0	Megaspark	3022401	3022404	0	0	0	0	0	0	0	0
1	3	3022100	3022101	3022104	0	SpiritGun	3022101	3022104	0	0	0	0	0	0	0	0
1	3	3011700	3011700	0	0	Littleroid	3011700	0	0	0	0	0	0	0	0	1
1	3	3031700	3031700	0	0	Crimsonfield	3031700	0	0	0	0	0	0	0	0	1
1	3	3021700	3021700	0	0	AuraBlazer	3021700	0	0	0	0	0	0	0	0	1
1	3	3050500	3050500	0	0	Scutum	3050500	0	0	0	0	0	0	0	0	1
1	3	3060600	3060600	0	0	ShldrBlade	3060600	0	0	0	0	0	0	0	0	1
1	4	4010001	4010001	0	0	Counterattack	4010001	0	0	0	0	0	0	0	0	1
1	4	4010009	4010009	0	0	Critical-Punch	4010009	0	0	0	0	0	0	0	0	1
1	4	4052000	4052001	4052004	4052007	SPT-Cop	4052001	4052004	4052007	0	0	0	0	0	0	1
1	4	4040900	4040903	4040901	4040902	LanternMan	4040903	4040901	4040902	0	0	0	0	0	0	1
1	4	4051400	4051401	4051404	4051407	Greataexu	4051401	4051404	4051407	0	0	0	0	0	0	1
1	4	4045900	4045900	0	0	TPO-70	4045900	0	0	0	0	0	0	0	0	1
1	4	4046000	4046000	0	0	TPZ-70	4046000	0	0	0	0	0	0	0	0	1
1	4	4041600	4041603	4041601	4041602	Megabout	4041603	4041601	4041602	0	0	0	0	0	0	0
1	4	4051200	4051201	4051204	4051207	Hyperazo	4051201	4051204	4051207	0	0	0	0	0	0	0
1	4	4040300	4040303	4040301	4040302	Lady-Valor	4040303	4040301	4040302	0	0	0	0	0	0	0
1	4	4052100	4052101	4052104	4052107	Minitank	4052101	4052104	4052107	0	0	0	0	0	0	0
1	4	4040500	4040503	4040501	4040502	DigiDragon	4040503	4040501	4040502	0	0	0	0	0	0	0
1	4	4051100	4051101	4051104	4051107	Bazuka	4051101	4051104	4051107	0	0	0	0	0	0	0
1	4	4040100	4040103	4040101	4040102	SuperKhanZ	4040103	4040101	4040102	0	0	0	0	0	0	0
1	4	4041000	4041003	4041001	4041002	Overrunner	4041003	4041001	4041002	0	0	0	0	0	0	0
1	4	4050800	4050801	4050804	4050807	Colossus	4050801	4050804	4050807	0	0	0	0	0	0	0
1	4	4030100	4030101	4030102	4030103	RevivalPack	4030101	4030102	4030103	0	0	0	0	0	0	2
1	4	4030200	4030201	4030202	4030203	HP-Pack	4030201	4030202	4030203	0	0	0	0	0	0	2
1	4	4030301	4030301	0	0	HP-Pack	4030301	0	0	0	0	0	0	0	0	0
1	4	4030302	4030302	0	0	HP-Pack	4030302	0	0	0	0	0	0	0	0	2
1	4	4030303	4030303	0	0	HP-Pack	4030303	0	0	0	0	0	0	0	0	2
1	5	5041200	5041200	0	0	PartsUnion	5041200	0	0	0	0	0	0	0	0	1
1	5	5010200	5010200	0	0	RaceChange	5010200	0	0	0	0	0	0	0	0	0
1	5	5010300	5010300	0	0	Warehouse	5010300	0	0	0	0	0	0	0	0	0
2	1	7414800	7414801	7417504	7414807	Ripper	7414801	7414802	7414803	7414804	7414805	7414806	7414807	7414808	7414809	1
2	1	7414100	7414101	7414104	7414107	Goldie	7414101	7414102	7414103	7414104	7414105	7414106	7414107	7414108	7414109	1
2	1	7417500	7417501	7417504	7417507	Liger Head	7417501	7417502	7417503	7417504	7417505	7417506	7417507	7417508	7417509	1
2	1	7416300	7416301	7416304	7416307	Thunderhead	7416301	7416302	7416303	7416304	7416305	7416306	7416307	7416308	7416309	1
2	1	7416200	7416201	7416204	7416207	Redranger	7416201	7416202	7416203	7416204	7416205	7416206	7416207	7416208	7416209	1
2	1	7415800	7415801	7415804	7415807	Mechsongoku	7415801	7415802	7415803	7415804	7415805	7415806	7415807	7415808	7415809	1
2	1	7415300	7415301	7415304	7415307	Fierce	7415301	7415302	7415303	7415304	7415305	7415306	7415307	7415308	7415309	0
2	1	7415000	7415001	7415004	7415007	G.DHero	7415001	7415002	7415003	7415004	7415005	7415006	7415007	7415008	7415009	0
2	1	7411700	7411701	7411704	7411707	Spider	7411701	7411702	7411703	7411704	7411705	7411706	7411707	7411708	7411709	0
2	1	7415200	7415201	7415204	7415207	Goldknight	7415201	7415202	7415203	7415204	7415205	7415206	7415207	7415208	7415209	0
2	1	7412200	7412201	7412204	7412207	Satan	7412201	7412202	7412203	7412204	7412205	7412206	7412207	7412208	7412209	0
2	1	7412500	7412501	7412504	7412507	Tigerking	7412501	7412502	7412503	7412504	7412505	7412506	7412507	7412508	7412509	0
2	1	7411600	7411601	7411604	7411607	LionKing	7411601	7411602	7411603	7411604	7411605	7411606	7411607	7411608	7411609	0
2	1	7412000	7412001	7412004	7412007	DragonKing	7412001	7412002	7412003	7412004	7412005	7412006	7412007	7412008	7412009	0
2	1	7411900	7411901	7411904	7411907	JawsKing	7411901	7411902	7411903	7411904	7411905	7411906	7411907	7411908	7411909	0
2	1	7414700	7414701	7414704	7414707	PandaZ	7414701	7414702	7414703	7414704	7414705	7414706	7414707	7414708	7414709	0
2	1	7411800	7411801	7411804	7411807	Batking	7411801	7411802	7411803	7411804	7411805	7411806	7411807	7411808	7411809	0
2	1	7414600	7414601	7414604	7414607	DungMan	7414601	7414602	7414603	7414604	7414605	7414606	7414607	7414608	7414609	0
2	1	1110100	1110100	0	0	Hammerer	1110100	0	0	0	0	0	0	0	0	0
2	2	1120100	1120100	0	0	Hammerer	1120100	0	0	0	0	0	0	0	0	0
2	3	1130100	1130100	0	0	Hammerer	1130100	0	0	0	0	0	0	0	0	0
2	1	1110200	1110200	0	0	Spikey	1110200	0	0	0	0	0	0	0	0	0
2	2	1120200	1120200	0	0	Spikey	1120200	0	0	0	0	0	0	0	0	0
2	3	1130200	1130200	0	0	Spikey	1130200	0	0	0	0	0	0	0	0	0
2	1	1110300	1110300	0	0	Stonehazard	1110300	0	0	0	0	0	0	0	0	0
2	2	1120300	1120300	0	0	Stonehazard	1120300	0	0	0	0	0	0	0	0	0
2	3	1130300	1130300	0	0	Stonehazard	1130300	0	0	0	0	0	0	0	0	0
2	1	1110400	1110400	0	0	Crashcannon	1110400	0	0	0	0	0	0	0	0	0
2	2	1120400	1120400	0	0	Crashcannon	1120400	0	0	0	0	0	0	0	0	0
2	3	1130400	1130400	0	0	Crashcannon	1130400	0	0	0	0	0	0	0	0	0
2	1	1110500	1110500	0	0	LycaonLaunch	1110500	0	0	0	0	0	0	0	0	0
2	2	1120500	1120500	0	0	LycaonLaunch	1120500	0	0	0	0	0	0	0	0	0
2	3	1130500	1130500	0	0	LycaonLaunch	1130500	0	0	0	0	0	0	0	0	0
2	1	1110600	1110600	0	0	HyperDrill	1110600	0	0	0	0	0	0	0	0	0
2	2	1120600	1120600	0	0	HyperDrill	1120600	0	0	0	0	0	0	0	0	0
2	3	1130600	1130600	0	0	HyperDrill	1130600	0	0	0	0	0	0	0	0	0
2	1	1110700	1110700	0	0	fireroad	1110700	0	0	0	0	0	0	0	0	1
2	2	1120700	1120700	0	0	fireroad	1120700	0	0	0	0	0	0	0	0	1
2	3	1130700	1130700	0	0	fireroad	1130700	0	0	0	0	0	0	0	0	1
2	4	7414800	7414801	7417504	7414807	Ripper	7414801	7414802	7414803	7414804	7414805	7414806	7414807	7414808	7414809	1
2	4	7414100	7414101	7414104	7414107	Goldie	7414101	7414102	7414103	7414104	7414105	7414106	7414107	7414108	7414109	1
2	4	7417500	7417501	7417504	7417507	Liger Head	7417501	7417502	7417503	7417504	7417505	7417506	7417507	7417508	7417509	1
2	4	7416300	7416301	7416304	7416307	Thunderhead	7416301	7416302	7416303	7416304	7416305	7416306	7416307	7416308	7416309	1
2	4	7416200	7416201	7416204	7416207	Redranger	7416201	7416202	7416203	7416204	7416205	7416206	7416207	7416208	7416209	1
2	4	7415800	7415801	7415804	7415807	Mechsongoku	7415801	7415802	7415803	7415804	7415805	7415806	7415807	7415808	7415809	1
2	4	7415300	7415301	7415304	7415307	Fierce	7415301	7415302	7415303	7415304	7415305	7415306	7415307	7415308	7415309	0
2	4	7415000	7415001	7415004	7415007	G.DHero	7415001	7415002	7415003	7415004	7415005	7415006	7415007	7415008	7415009	0
2	4	7411700	7411701	7411704	7411707	Spider	7411701	7411702	7411703	7411704	7411705	7411706	7411707	7411708	7411709	0
2	4	7415200	7415201	7415204	7415207	Goldknight	7415201	7415202	7415203	7415204	7415205	7415206	7415207	7415208	7415209	0
2	4	7412200	7412201	7412204	7412207	Satan	7412201	7412202	7412203	7412204	7412205	7412206	7412207	7412208	7412209	0
2	4	7412500	7412501	7412504	7412507	Tigerking	7412501	7412502	7412503	7412504	7412505	7412506	7412507	7412508	7412509	0
2	4	7411600	7411601	7411604	7411607	LionKing	7411601	7411602	7411603	7411604	7411605	7411606	7411607	7411608	7411609	0
2	4	7412000	7412001	7412004	7412007	DragonKing	7412001	7412002	7412003	7412004	7412005	7412006	7412007	7412008	7412009	0
2	4	7411900	7411901	7411904	7411907	JawsKing	7411901	7411902	7411903	7411904	7411905	7411906	7411907	7411908	7411909	0
2	4	7414700	7414701	7414704	7414707	PandaZ	7414701	7414702	7414703	7414704	7414705	7414706	7414707	7414708	7414709	0
2	4	7411800	7411801	7411804	7411807	Batking	7411801	7411802	7411803	7411804	7411805	7411806	7411807	7411808	7411809	0
2	4	7414600	7414601	7414604	7414607	DungMan	7414601	7414602	7414603	7414604	7414605	7414606	7414607	7414608	7414609	0
2	4	1210100	1210100	0	0	Crossgear	1210100	0	0	0	0	0	0	0	0	0
2	5	1220100	1220100	0	0	Crossgear	1220100	0	0	0	0	0	0	0	0	0
2	6	1230100	1230100	0	0	Crossgear	1230100	0	0	0	0	0	0	0	0	0
2	4	1210200	1210200	0	0	Lea-Claw	1210200	0	0	0	0	0	0	0	0	0
2	5	1220200	1220200	0	0	Lea-Claw	1220200	0	0	0	0	0	0	0	0	0
2	6	1230200	1230200	0	0	Lea-Claw	1230200	0	0	0	0	0	0	0	0	0
2	4	1210300	1210300	0	0	Seven-Pearce	1210300	0	0	0	0	0	0	0	0	0
2	5	1220300	1220300	0	0	Seven-Pearce	1220300	0	0	0	0	0	0	0	0	0
2	6	1230300	1230300	0	0	Seven-Pearce	1230300	0	0	0	0	0	0	0	0	0
2	4	1210400	1210400	0	0	CresentJet	1210400	0	0	0	0	0	0	0	0	0
2	5	1220400	1220400	0	0	CresentJet	1220400	0	0	0	0	0	0	0	0	0
2	6	1230400	1230400	0	0	CresentJet	1230400	0	0	0	0	0	0	0	0	0
2	4	1210500	1210500	0	0	BladeShooter	1210500	0	0	0	0	0	0	0	0	0
2	5	1220500	1220500	0	0	BladeShooter	1220500	0	0	0	0	0	0	0	0	0
2	6	1230500	1230500	0	0	BladeShooter	1230500	0	0	0	0	0	0	0	0	0
2	4	1210600	1210600	0	0	Landslider	1210600	0	0	0	0	0	0	0	0	0
2	5	1220600	1220600	0	0	Landslider	1220600	0	0	0	0	0	0	0	0	0
2	6	1230600	1230600	0	0	Landslider	1230600	0	0	0	0	0	0	0	0	0
2	4	1210700	1210700	0	0	Swordcaster	1210700	0	0	0	0	0	0	0	0	1
2	5	1220700	1220700	0	0	Swordcaster	1220700	0	0	0	0	0	0	0	0	1
2	6	1230700	1230700	0	0	Swordcaster	1230700	0	0	0	0	0	0	0	0	1
2	7	7414800	7414801	7417504	7414807	Ripper	7414801	7414802	7414803	7414804	7414805	7414806	7414807	7414808	7414809	1
2	7	7414100	7414101	7414104	7414107	Goldie	7414101	7414102	7414103	7414104	7414105	7414106	7414107	7414108	7414109	1
2	7	7417500	7417501	7417504	7417507	Liger Head	7417501	7417502	7417503	7417504	7417505	7417506	7417507	7417508	7417509	1
2	7	7416300	7416301	7416304	7416307	Thunderhead	7416301	7416302	7416303	7416304	7416305	7416306	7416307	7416308	7416309	1
2	7	7416200	7416201	7416204	7416207	Redranger	7416201	7416202	7416203	7416204	7416205	7416206	7416207	7416208	7416209	1
2	7	7415800	7415801	7415804	7415807	Mechsongoku	7415801	7415802	7415803	7415804	7415805	7415806	7415807	7415808	7415809	1
2	7	7415300	7415301	7415304	7415307	Fierce	7415301	7415302	7415303	7415304	7415305	7415306	7415307	7415308	7415309	0
2	7	7415000	7415001	7415004	7415007	G.DHero	7415001	7415002	7415003	7415004	7415005	7415006	7415007	7415008	7415009	0
2	7	7411700	7411701	7411704	7411707	Spider	7411701	7411702	7411703	7411704	7411705	7411706	7411707	7411708	7411709	0
2	7	7415200	7415201	7415204	7415207	Goldknight	7415201	7415202	7415203	7415204	7415205	7415206	7415207	7415208	7415209	0
2	7	7412200	7412201	7412204	7412207	Satan	7412201	7412202	7412203	7412204	7412205	7412206	7412207	7412208	7412209	0
2	7	7412500	7412501	7412504	7412507	Tigerking	7412501	7412502	7412503	7412504	7412505	7412506	7412507	7412508	7412509	0
2	7	7411600	7411601	7411604	7411607	LionKing	7411601	7411602	7411603	7411604	7411605	7411606	7411607	7411608	7411609	0
2	7	7412000	7412001	7412004	7412007	DragonKing	7412001	7412002	7412003	7412004	7412005	7412006	7412007	7412008	7412009	0
2	7	7411900	7411901	7411904	7411907	JawsKing	7411901	7411902	7411903	7411904	7411905	7411906	7411907	7411908	7411909	0
2	7	7414700	7414701	7414704	7414707	PandaZ	7414701	7414702	7414703	7414704	7414705	7414706	7414707	7414708	7414709	0
2	7	7411800	7411801	7411804	7411807	Batking	7411801	7411802	7411803	7411804	7411805	7411806	7411807	7411808	7411809	0
2	7	7414600	7414601	7414604	7414607	DungMan	7414601	7414602	7414603	7414604	7414605	7414606	7414607	7414608	7414609	0
2	7	1310100	1310100	0	0	ChainShell	1310100	0	0	0	0	0	0	0	0	0
2	8	1320100	1320100	0	0	ChainShell	1320100	0	0	0	0	0	0	0	0	0
2	9	1330100	1330100	0	0	ChainShell	1330100	0	0	0	0	0	0	0	0	0
2	7	1310200	1310200	0	0	TweezerHead	1310200	0	0	0	0	0	0	0	0	0
2	8	1320200	1320200	0	0	TweezerHead	1320200	0	0	0	0	0	0	0	0	0
2	9	1330200	1330200	0	0	TweezerHead	1330200	0	0	0	0	0	0	0	0	0
2	7	1310300	1310300	0	0	ChestBuster	1310300	0	0	0	0	0	0	0	0	0
2	8	1320300	1320300	0	0	ChestBuster	1320300	0	0	0	0	0	0	0	0	0
2	9	1330300	1330300	0	0	ChestBuster	1330300	0	0	0	0	0	0	0	0	0
2	7	1310400	1310400	0	0	Duskrunner	1310400	0	0	0	0	0	0	0	0	0
2	8	1320400	1320400	0	0	Duskrunner	1320400	0	0	0	0	0	0	0	0	0
2	9	1330400	1330400	0	0	Duskrunner	1330400	0	0	0	0	0	0	0	0	0
2	7	1310500	1310500	0	0	Sticle	1310500	0	0	0	0	0	0	0	0	0
2	8	1320500	1320500	0	0	Sticle	1320500	0	0	0	0	0	0	0	0	0
2	9	1330500	1330500	0	0	Sticle	1330500	0	0	0	0	0	0	0	0	0
2	7	1310600	1310600	0	0	SpikeHazard	1310600	0	0	0	0	0	0	0	0	0
2	8	1320600	1320600	0	0	SpikeHazard	1320600	0	0	0	0	0	0	0	0	0
2	9	1330600	1330600	0	0	SpikeHazard	1330600	0	0	0	0	0	0	0	0	0
2	7	1310700	1310700	0	0	Minusbolt	1310700	0	0	0	0	0	0	0	0	1
2	8	1320700	1320700	0	0	Minusbolt	1320700	0	0	0	0	0	0	0	0	1
2	9	1330700	1330700	0	0	Minusbolt	1330700	0	0	0	0	0	0	0	0	1
3	1	8014900	8014901	8014904	8014907	RangerJr.	8014901	8014902	8014903	8014904	8014905	8014906	8014907	8014908	8014909	1
3	1	8013800	8013801	8013804	8013807	S-KnightJr.	8013801	8013802	8013803	8013804	8013805	8013806	8013807	8013808	8013809	0
3	1	8014400	8014401	8014404	8014407	G.Djunior	8014401	8014402	8014403	8014404	8014405	8014406	8014407	8014408	8014409	0
3	1	8012400	8012401	8012404	8012407	Spidergoon	8012401	8012402	8012403	8012404	8012405	8012406	8012407	8012408	8012409	0
3	1	8013700	8013701	8013704	8013707	GoldJr.	8013701	8013702	8013703	8013704	8013705	8013706	8013707	8013708	8013709	0
3	1	8012300	8012301	8012304	8012307	LittleSatan	8012301	8012302	8012303	8012304	8012305	8012306	8012307	8012308	8012309	0
3	1	8012600	8012601	8012604	8012607	Kitten	8012601	8012602	8012603	8012604	8012605	8012606	8012607	8012608	8012609	0
3	1	8013400	8013401	8013404	8013407	DarkUrchin	8013401	8013402	8013403	8013404	8013405	8013406	8013407	8013408	8013409	0
3	1	8012700	8012701	8012704	8012707	SmallDragon	8012701	8012702	8012703	8012704	8012705	8012706	8012707	8012708	8012709	0
3	1	8013100	8013101	8013104	8013107	JawsJr.	8013101	8013102	8013103	8013104	8013105	8013106	8013107	8013108	8013109	0
3	1	8013200	8013201	8013204	8013207	PandaJr.	8013201	8013202	8013203	8013204	8013205	8013206	8013207	8013208	8013209	0
3	1	8012200	8012201	8012204	8012207	Pengoon	8012201	8012202	8012203	8012204	8012205	8012206	8012207	8012208	8012209	0
3	1	8012900	8012901	8012904	8012907	Doodyboy	8012901	8012902	8012903	8012904	8012905	8012906	8012907	8012908	8012909	0
3	1	3011100	3011100	0	0	Bipad	3011100	0	0	0	0	0	0	0	0	0
3	1	3011200	3011200	0	0	Bislider	3011200	0	0	0	0	0	0	0	0	0
3	1	3011300	3011300	0	0	Trilbite	3011300	0	0	0	0	0	0	0	0	0
3	1	3011400	3011400	0	0	Minisat	3011400	0	0	0	0	0	0	0	0	0
3	1	3011500	3011500	0	0	Babytank	3011500	0	0	0	0	0	0	0	0	0
3	1	3011600	3011600	0	0	Beholder	3011600	0	0	0	0	0	0	0	0	0
3	1	3011700	3011700	0	0	Littleroid	3011700	0	0	0	0	0	0	0	0	1
3	2	3031100	3031100	0	0	S-Tornado	3031100	0	0	0	0	0	0	0	0	0
3	2	3031200	3031200	0	0	BlueCloud	3031200	0	0	0	0	0	0	0	0	0
3	2	3031300	3031300	0	0	Circler	3031300	0	0	0	0	0	0	0	0	0
3	2	3031400	3031400	0	0	T-Beacon	3031400	0	0	0	0	0	0	0	0	0
3	2	3031500	3031500	0	0	SoundEnergy	3031500	0	0	0	0	0	0	0	0	0
3	2	3031600	3031600	0	0	Spark	3031600	0	0	0	0	0	0	0	0	0
3	2	3031700	3031700	0	0	Crimsonfield	3031700	0	0	0	0	0	0	0	0	1
3	3	3022300	3022301	3022304	0	SmileGun	3022301	3022304	0	0	0	0	0	0	0	1
3	3	3022400	3022401	3022404	0	Megaspark	3022401	3022404	0	0	0	0	0	0	0	0
3	3	3022100	3022101	3022104	0	SpiritGun	3022101	3022104	0	0	0	0	0	0	0	0
3	3	3021100	3021100	0	0	HydraGun	3021100	0	0	0	0	0	0	0	0	0
3	3	3021200	3021200	0	0	smartGun	3021200	0	0	0	0	0	0	0	0	0
3	3	3021300	3021300	0	0	FableShooter	3021300	0	0	0	0	0	0	0	0	0
3	3	3021400	3021400	0	0	PaletteGun	3021400	0	0	0	0	0	0	0	0	0
3	3	3021500	3021500	0	0	LightningGun	3021500	0	0	0	0	0	0	0	0	0
3	3	3021600	3021600	0	0	WhiteBlazer	3021600	0	0	0	0	0	0	0	0	0
3	3	3021700	3021700	0	0	AuraBlazer	3021700	0	0	0	0	0	0	0	0	1
3	4	3044500	3044501	3044504	3044507	Red-R-Wing	3044501	3044502	3044503	3044504	3044505	3044506	3044507	3044508	3044509	1
3	4	3043400	3043401	3043404	3043407	Hero-Wing	3043401	3043402	3043403	3043404	3043405	3043406	3043407	3043408	3043409	0
3	4	3042400	3042401	3042404	3042407	Spiderwing	3042401	3042402	3042403	3042404	3042405	3042406	3042407	3042408	3042409	0
3	4	3043500	3043501	3043504	3043507	Goldwing	3043501	3043502	3043503	3043504	3043505	3043506	3043507	3043508	3043509	0
3	4	3042800	3042801	3042804	3042807	Tigerwing	3042801	3042802	3042803	3042804	3042805	3042806	3042807	3042808	3042809	0
3	4	3042600	3042601	3042604	3042607	Titanwing	3042601	3042602	3042603	3042604	3042605	3042606	3042607	3042608	3042609	0
3	4	3043900	3043901	3043904	3043907	DKnightWing	3043901	3043902	3043903	3043904	3043905	3043906	3043907	3043908	3043909	0
3	4	3042000	3042001	3042004	3042007	JawsGear	3042001	3042002	3042003	3042004	3042005	3042006	3042007	3042008	3042009	0
3	4	3043100	3043101	3043104	3043107	pandaZwing	3043101	3043102	3043103	3043104	3043105	3043106	3043107	3043108	3043109	0
3	4	3042200	3042201	3042204	3042207	Batwing	3042201	3042202	3042203	3042204	3042205	3042206	3042207	3042208	3042209	0
3	5	3051100	3051100	0	0	Aegis	3051100	0	0	0	0	0	0	0	0	0
3	5	3050100	3050100	0	0	Honorshield	3050100	0	0	0	0	0	0	0	0	0
3	5	3050200	3050200	0	0	BucklerShld	3050200	0	0	0	0	0	0	0	0	0
3	5	3050300	3050300	0	0	Heavyshield	3050300	0	0	0	0	0	0	0	0	0
3	5	3050400	3050400	0	0	Towershield	3050400	0	0	0	0	0	0	0	0	0
3	5	3050500	3050500	0	0	Scutum	3050500	0	0	0	0	0	0	0	0	1
3	6	3060100	3060100	0	0	ShoulderGrd	3060100	0	0	0	0	0	0	0	0	0
